id_reclamo,distancia_centro_km,conexiones_afectadas,calificacion_atencion
A262673E76A46E7,12.19,21.0,
A347FFD8165812F,0.4,17.0,4.6
B36ED3AB1EEC64B,4.68,44.0,4.3
094917F2737A950,93.16,11.0,
C0E2D4FF99231D5,63.29,17.0,4.9
5D4E84920920CEF,0.4,35.0,1.0
310E9B9A9B21C23,2.66,5.0,5.0
E3670E94D08AEDD,2.17,27.0,4.3
33786B31DA0C2BA,49.58,17.0,4.8
45CF2F096E4C63B,65.24,55.0,4.6
9AAB6C09FA0639F,68.48,55.0,2.7
06737497BF18C24,30.37,41.0,3.5
A058E816E384222,12.27,26.0,4.2
4467099CC67A21B,0.4,10.0,4.6
33B81B9C4FDDE03,5.81,38.0,
6DE192F692756D6,64.65,,3.8
0C1EF5CAF99E3C7,21.37,32.0,4.6
8A2CF53C2C01B5C,10.05,51.0,4.0
98122C85387AE02,0.4,66.0,4.5
C9B15819C6CEB8D,0.4,4.0,4.9
F2FA26598655AB5,42.12,26.0,4.5
3AEECB928C482E9,57.76,19.0,4.7
FC0878D698A5349,71.98,2.0,3.6
93C21500F6EC2DA,52.19,33.0,4.8
8CFA72B1842C76E,48.3,34.0,5.0
B646E8848FED577,77.22,56.0,4.5
516C4ADF696B63C,6.07,21.0,3.9
5E0144923B8FDCF,11.02,7.0,4.1
06D15A3CD1577D4,2.46,38.0,
13CF20BEFA833DC,47.01,28.0,4.3
E47E36F054492E9,5.83,20.0,4.2
D87D053E50CC9F8,28.26,105.0,
9E0EC4D02C94F40,67.38,11.0,5.0
965D03F6D460984,16.67,6.0,3.6
E5E7E4B3BA13DF7,1.94,12.0,4.1
62B4F7695EB59E0,0.4,15.0,5.0
84781040E02D025,45.85,55.0,5.0
98AC765AFBD549F,0.4,8.0,4.9
9EE293275920D26,32.59,50.0,4.8
82B3C0C48802B69,11.92,26.0,1.6
B0194DA997D7BDA,45.07,34.0,3.8
E6AB25E3F8E77AA,0.4,15.0,4.7
D7BE4A62E4DB7A1,7.21,21.0,4.7
3CDEA9161138811,12.02,23.0,4.2
A4B0315470C2D9C,2.37,28.0,3.4
DF72B48C4969BA9,7.52,10.0,3.7
ACE7E7D2B5D83F8,57.79,30.0,2.5
7E3C6CBDC369447,13.19,29.0,3.7
2F2A53DC6CDB357,18.25,23.0,4.2
F8D6737D511D278,6.28,76.0,4.5
44CCEF0094D0320,33.83,186.0,5.0
B144A3C300FF691,0.4,6.0,4.2
3FAF05555496605,0.4,15.0,4.2
5B4D41970DC5EB3,0.4,33.0,
F2E5B5615B0DF2C,41.81,12.0,4.3
DE9A69A35AC2BD4,48.7,,3.2
D451DA841E2B6EA,55.04,24.0,4.8
8C3BC63DAC628F9,20.17,5.0,3.2
C475B02DF72AAE2,64.76,6.0,1.9
80C0CB8AE2D9295,3.64,71.0,4.9
3DD3D3C1AD242D5,11.97,61.0,2.1
0EF0FE0424D69CD,76.05,9.0,2.8
661713FDE0616EF,34.11,22.0,4.3
9DAFCCC2C958FC8,18.24,3.0,1.7
D910D2C35ACF4BC,72.19,30.0,5.0
0B82E537648660C,9.45,35.0,4.8
0DE3D60FC513DE2,19.22,10.0,4.7
E77184D26DD922A,4.83,18.0,5.0
FD77D42F6829910,0.4,62.0,4.4
480D767BFA3E972,54.97,,
8E0E73866903920,25.08,38.0,4.7
8090120B20EF368,68.87,45.0,
911FA0F5161F399,29.58,,2.8
C4BD528742B9F6F,14.71,39.0,4.2
E6488703C2D284B,45.71,10.0,4.5
ABF137A47B22B12,400.0,29.0,4.5
4805290BCE3C0F2,35.8,45.0,3.4
A0B06676C145152,47.96,25.0,5.0
0178C334B810124,55.24,165.0,2.6
0FDA5BAC5C2AADE,21.6,8.0,1.9
E29FCD6EAF14925,54.84,6.0,2.0
3ADC9F2E98AE7EE,33.97,19.0,4.8
FFC1A3B77735AC2,4.87,195.0,4.2
2643C429149ECB7,2.94,15.0,4.4
1C101D14D185967,44.19,97.0,
FFDC8997CA803FC,3.21,133.0,5.0
430791E4F6D20EB,18.79,71.0,2.1
277A5D52F7B5355,33.33,35.0,4.6
94B269ED39EA3F4,60.18,436.0,4.7
72CB585C0638818,4.58,29.0,3.3
D2AAE66E7CF5162,75.22,6.0,
BC2D8EC72C113B5,25.41,19.0,4.3
83CC5E8DB7766DA,84.62,14.0,
C8190A4971AED21,30.81,40.0,4.1
BD8C601361E9144,13.37,4.0,4.7
6E23FAE403EDF22,38.04,18.0,5.0
8421EC2A585D6CD,16.94,46.0,5.0
6CC101C4736C4CE,37.86,38.0,4.2
DD899A732720598,79.08,31.0,5.0
D94FE885E035876,78.95,150.0,5.0
7B16DB2F5477AF5,6.94,16.0,3.2
537110BA33DDB11,0.79,35.0,4.5
E874391926D3CB2,17.89,53.0,2.2
01F1BC2420EFDF2,66.2,,5.0
2F3F829A315DD4C,8.55,,
326337646372B59,62.92,,2.7
0CA34FE79E946A4,16.08,,2.5
2E777E423209432,40.21,11.0,4.4
B8C9BF8A17A091D,40.79,,4.8
12AD4C833F07200,26.74,31.0,5.0
23FC168B02EAE8D,58.26,7.0,5.0
4511BB48FBF9001,20.48,136.0,
5AB9EAB8FBCAE77,50.97,,4.3
BA88FE132438238,69.93,31.0,4.6
81E22B019AB74B5,32.79,19.0,3.8
EC79DF8C74CC279,52.45,15.0,2.7
6600EBC0BA9EB65,0.69,39.0,4.6
F745AA90E900C68,0.54,9.0,4.7
95E93A6C0741326,52.46,3.0,2.5
0FB91EAEA967025,65.1,,3.8
86BBF572801BAF5,13.55,6.0,5.0
61230C83F0B5A6E,0.6,21.0,5.0
E155B016F7B6291,9.6,15.0,
7DF563787D24916,63.78,96.0,
5CFAF87FED94CB6,91.26,13.0,4.4
A418426AB1AA3B5,29.78,23.0,3.8
B053AA3D9B0B5AD,0.4,3.0,4.3
CDEBEB81C86C841,3.93,44.0,
DED232C808F6715,73.25,9.0,3.6
EB6AF05A623CB5F,0.4,8.0,4.1
CF4BFAD673320F5,75.92,9.0,3.8
D01FDD232925982,42.74,10.0,5.0
B3E9F88E890DFCA,20.38,7.0,2.5
D9C02F2F6FC6122,73.73,49.0,3.6
88FAA45E6446169,9.24,38.0,4.6
80C1121100A92F7,47.85,39.0,5.0
C5BEE5F9A5195AF,81.05,,3.9
DE1753670804096,9.02,160.0,4.8
7C4B388581C2B87,47.32,18.0,3.7
6BC0E7E4F42C3D5,12.08,169.0,
841581E365B18CC,53.97,8.0,4.1
A69707BDF60EEB3,49.78,,4.5
7594743BE8F7A1A,6.14,39.0,4.1
1D2582DAE23D36A,61.07,30.0,4.8
744B14C8D94C9DA,33.09,47.0,4.1
40E2EF8FE49F6B2,1.64,149.0,3.5
068F20E5D59E4E0,0.4,66.0,4.4
E7209FCC9A187C9,20.75,106.0,
4CBC6838057ECCF,71.15,221.0,3.7
44DFA2979B50AD8,35.19,16.0,3.6
64D7C4D253CB554,57.49,41.0,5.0
2BAFEE8C3C14DBE,8.81,31.0,4.1
CFA254C14B08362,6.67,14.0,5.0
74CD00929A609C9,14.17,45.0,
C947FCCEBAE91DD,6.09,6.0,4.6
D09ED6F4C5D448C,12.26,18.0,2.1
384D55CABF79749,62.72,37.0,2.4
FE526336A5372C4,61.77,40.0,4.0
60EC79F6B21B07F,57.88,9.0,4.8
D76B79AC320AE2D,19.43,9.0,4.5
D9C2E5E13B1C234,51.91,50.0,4.8
26CF0F5C2A4AD96,74.94,50.0,5.0
9744F2C7BC6161E,2.7,,
9C35E3651BB1328,49.95,6.0,4.2
BBB8D9834712DD7,51.77,34.0,4.1
1F55708F949432B,42.14,7.0,4.7
87F3AFA636202B9,70.43,29.0,4.0
6F8B4D891D49DC0,2.31,35.0,5.0
E4AC7EAEDD7ED8A,2.15,8.0,4.0
4A375CED38AF90E,101.51,2.0,3.7
F41877CE6BD4A60,0.4,,
B3EBE60813D6CD6,48.96,50.0,3.8
DF737FAC1F7A530,71.35,59.0,4.4
373253D59F5E5EB,1.45,64.0,4.7
F26B579191F03ED,5.41,16.0,2.7
8FDFB2B538C18F0,26.3,24.0,
C81C90AB5BD027E,7.7,75.0,3.5
3C09E1DE47C04C7,17.18,49.0,
2093A9A4AFAA607,20.73,12.0,4.9
B247F2C36953A1C,12.21,62.0,
56894DCCAB75187,0.4,93.0,4.4
6C638914A788508,60.25,24.0,4.3
51160E914502185,8.98,29.0,4.5
74DB597964071BD,400.0,109.0,4.5
8372A8EF3AA8B3E,8.97,59.0,
7B50E4852D3327C,3.43,,5.0
B62AF1DEB1BD340,3.16,31.0,5.0
98FB1FC84D62CBE,86.32,74.0,4.1
5D7E44F6F18C67E,50.52,17.0,3.5
66A5247AA2843B6,75.79,10.0,5.0
81B2FE1923752D3,62.97,12.0,
C69512BD6205CC4,73.63,,3.4
60603D3CA03091D,400.0,24.0,4.8
E3F6031886F5B84,8.82,12.0,3.8
F8FAAAA69E00060,50.56,85.0,4.5
038EF93FA643524,0.4,40.0,4.5
5251A309E05B453,60.1,82.0,4.4
297AB42F1EC3F3F,24.62,9.0,5.0
838E60B53822631,20.66,44.0,5.0
2E560A5AFCCDC66,7.69,30.0,4.6
411A574948FFAF6,0.4,11.0,5.0
4AF686ECD42AC25,3.26,49.0,
660C894D53D5039,44.94,135.0,4.2
634EAEEF0A2477D,50.58,54.0,4.2
F6D9530B93CCD13,11.75,23.0,4.5
4C92510212C5586,33.39,1.0,4.5
EDEBBB97E633F5F,6.6,39.0,5.0
2107BF9E21867B4,33.58,22.0,4.5
77D610642AA5E5C,65.44,130.0,3.3
FA8FB974B78862D,37.83,115.0,1.9
3DF3C1A725A9C5A,59.27,9.0,4.2
71C67FE2CDA01CD,67.4,51.0,4.5
DB40D82FE6237A8,58.71,7.0,
9D142A44808E1D5,0.4,19.0,4.6
0726E7DC74313F3,3.77,34.0,
C69458D078088DC,15.8,,4.2
318A48F0905B0BD,31.87,75.0,4.1
81C3212AAFB301C,12.24,9.0,4.5
D35883C8B66AACD,16.56,35.0,
81D2D71D4E92A8A,1.46,100.0,5.0
7D68C34CB7C4DCE,13.92,15.0,5.0
5A8DEF32B68C085,52.23,7.0,4.2
7C4FBE6C43665AB,11.94,4.0,4.7
7DF93D589576E0C,2.62,91.0,4.6
AB45988BF103BDB,56.91,24.0,3.0
F9F7850A2A3E2AA,47.27,11.0,2.9
6EC42FD27020A5D,1.29,55.0,4.7
6DBFE54630DF957,19.7,6.0,4.7
74069766BA46796,19.66,186.0,4.4
5B59DEEE032D5C2,64.61,158.0,2.3
73A046F8EECC0BC,51.85,57.0,3.6
E93DD55EBA452A7,2.61,,4.6
0901AC1590E6EF5,31.67,,4.7
1A01206FDED6B3B,2.31,1.0,4.3
2F99C345336C5E4,66.02,,1.8
3EF2D5FA8F7688F,5.1,27.0,4.2
19DB373217D3F5D,14.72,29.0,5.0
690D359F6FDC942,0.4,11.0,3.9
8320273710C3F7C,65.57,24.0,4.9
FAFF3C5C4765D28,36.81,16.0,4.7
3FE8D768923C539,39.53,16.0,3.9
87207D71767C191,28.16,38.0,2.7
C47F3ABAFA0CDA1,67.09,2.0,
C9676104D373D05,60.48,12.0,4.7
91A89010CE4997E,15.04,45.0,4.2
94F0B2021532C87,0.4,13.0,5.0
B224901B8690945,36.26,104.0,4.3
5F92FD0E7037DCD,6.06,,4.3
D75AB4EC446648E,3.8,8.0,2.7
6BE8DD63796AA67,58.21,15.0,1.7
006AB9D6019DD51,9.78,61.0,2.2
3F908E577201789,0.4,81.0,3.1
8A2DB053A04E544,47.61,8.0,4.7
2EA97DBE99662D6,17.07,4.0,
A66820D5E93773E,68.7,60.0,4.8
522A0DB878A2ACA,74.48,151.0,4.0
EA1486EFC6030D9,33.15,50.0,4.9
A6EF8D9046E639D,15.98,36.0,3.2
FE0DDEC9B5C297B,0.4,40.0,5.0
F8343F5F229A055,0.4,125.0,5.0
0C473B6CE7C4162,9.79,25.0,5.0
6005093B400654F,92.71,19.0,4.1
BAF31721987C21E,34.06,10.0,4.3
32C4CE9BB54CBE9,28.49,16.0,3.7
DD0885ABDD6FA1C,15.04,8.0,2.0
56F50E60640DCCD,1.26,14.0,
AC86100C0154A8E,46.02,30.0,3.3
4FA27982AEA759E,10.8,12.0,4.1
0F0DC1C0C73EFB8,0.67,51.0,4.2
195CC71004903E1,50.12,24.0,5.0
ED455DFF5231EAD,65.4,11.0,4.0
FFEEC93D0A3B3B1,53.88,13.0,5.0
D142A9F1AE45726,0.4,397.0,3.8
5064E75EA874D26,33.7,,5.0
854C6B8DFCAD4FC,6.43,19.0,4.5
D58B925014A79C2,45.97,64.0,4.0
BD92E68714C8B33,8.31,68.0,3.2
F17AB2E1642AACF,9.5,16.0,4.7
A55913465D997BC,52.55,23.0,4.3
C5243DB54720201,0.4,40.0,3.9
8973B70B98E4C6B,93.66,12.0,3.2
65FF1D51BD90257,72.27,38.0,4.8
FF9163D3202E31E,17.18,34.0,3.6
11F50E9D0C263DD,0.4,149.0,4.7
F2D632AF5872A5A,12.96,108.0,4.7
47BFA31BE078341,29.49,14.0,
75253D7A34A3664,42.06,52.0,4.5
44737BC3FB99102,6.66,16.0,4.6
C304030186681A2,12.27,42.0,4.2
607BC791B90DC6B,45.93,5.0,4.9
CD212E5CDDB7F41,46.17,83.0,4.0
3E941143EB5AB6B,62.76,43.0,3.6
D0DF676938D0C0A,8.57,84.0,
8760DA6933478C0,0.4,67.0,4.9
75B6155217A6918,7.39,30.0,3.1
6806DB782932C4C,8.24,34.0,
8439E9A6A819ED3,20.49,4.0,
4FD7D68E41101AE,30.15,11.0,3.3
9B417DC788FEDD6,34.82,53.0,
9183D3D6E82490E,1.86,8.0,4.7
11C7CED54C714AF,41.6,,4.1
F202C46C1B6A428,9.9,219.0,4.8
9453BA56FC78F86,55.43,21.0,4.9
F35D189CE4549CB,67.84,22.0,3.9
B378B1AF704FDFA,8680.0,15.0,3.1
7CC0C33C5133746,28.57,7.0,4.0
2B3E2548F85EA27,23.53,45.0,
38051D7C8DEB8E3,57.37,35.0,4.9
DEE6D2D19C01614,16.58,20.0,
95DDCE33E0B763B,39.55,73.0,3.3
DAF5AD93417C243,93.31,102.0,3.8
611C151349161F7,6.16,134.0,4.7
D07EECFC67EA0DD,9.33,11.0,
F5610F5DE107570,6.99,22.0,4.5
EB35B97EE76DCA9,0.4,14.0,4.5
9187B86B2857AEB,22.08,63.0,2.8
0B6DB6D382696E4,6.82,5.0,3.2
0C681652EADA4E5,0.4,517.0,4.7
FB8B4DF41DAC1E7,6.64,41.0,4.5
C40EB97CE14250D,33.71,12.0,
1D4004875C37E05,22.98,76.0,5.0
365FA53095CAE67,52.77,33.0,4.6
404FCE03C3B0B67,40.52,21.0,2.5
F464936D0467058,32.84,,4.5
B035307358DF15D,25.3,8.0,5.0
1751B80EB5BA838,0.4,88.0,3.0
A360F964B6D18F1,12.11,10.0,
6C5F3B72E7AB4E4,65.78,42.0,5.0
B7FA2D19B57911C,57.17,44.0,4.3
23558C8B208661B,42.92,57.0,4.2
82BBFF53C88A768,7.08,15.0,4.1
0AF1314B9161486,85.18,10.0,4.9
828142B26C6D644,2450.0,18.0,
28892B2DF0AFA19,4.26,11.0,3.6
7AAE2818708D892,14.29,12.0,4.4
82332C1578E8517,6.17,5.0,2.7
267866AA4993FFA,60.22,17.0,
AC37092FF2FF819,21.84,44.0,5.0
E6434D0AD9049E4,13.25,17.0,3.3
2DC329E290B5C43,7.05,4.0,4.1
1C39674940F1AC0,18.85,17.0,4.0
F4E16E82ED5A0BF,24.28,,4.7
7B43F3CD9841AFC,53.66,26.0,5.0
847BF00B82DDCF8,71.58,43.0,4.9
649ADAB53FA0EC8,54.7,8.0,4.3
889D7D8173F0F8C,9.79,53.0,5.0
8E2E19D505A7836,40.18,27.0,5.0
0F22A59873C0EC3,0.4,81.0,
3BD5C5E1963E791,30.36,168.0,3.9
BC5C1C86EC4D33B,78.79,40.0,3.7
DBCE841E8326E6E,6.36,35.0,3.1
D0738A8039A9C72,16.91,,4.4
FE4D12CC84DE398,70.06,11.0,5.0
BCD4E6EDA3E39E1,31.52,4.0,
5524455EE953190,38.97,91.0,4.2
CBD125682662D32,0.4,69.0,4.5
9A51DFB57EF49D4,24.03,27.0,
1C83235428BDEDD,69.03,32.0,2.4
CA746D6119466D1,0.4,58.0,4.2
3D09E3A668C7658,24.66,78.0,2.3
2D7C2A48D3F025D,0.4,16.0,5.0
C9B50C24762228F,0.4,85.0,5.0
B488894F7F3FCBB,10.85,17.0,4.2
A941EAF247DD8F4,1.9,59.0,3.9
59CF7FEA2492CF2,15.23,30.0,
EA3284E73A9DF02,11.33,19.0,4.1
169AE441835CF39,21.93,99.0,4.8
31647A3CC2DD957,3.0,54.0,3.1
255B02DB9A9D1E1,64.49,69.0,3.7
CB05D338D0813AC,7.59,113.0,4.8
6AB1C132DAD207A,56.44,23.0,5.0
907091A0A7FDCB8,75.07,26.0,
9DD467BC62AF2D1,31.47,111.0,4.5
E05C030DAFCC4D6,27.97,47.0,4.4
9FBECC6717BFE34,9.28,110.0,3.9
078908FB066C67D,51.08,59.0,
B0BE8421F1D2A8B,88.77,9.0,3.6
A54A24CC37B48B1,49.71,,4.1
66EA36A5BDC21AC,42.99,34.0,5.0
31628F6779EA4D9,56.97,23.0,4.0
11E76EB714F1749,4.61,79.0,3.8
99EC05BC168063C,11.21,23.0,2.1
17195B46625B3B2,68.06,,3.3
17A6FE0A1C606BA,53.19,29.0,4.9
33184CF2195F2F1,57.57,21.0,4.1
F4B25C39CACB462,8.37,44.0,2.4
4FEB796B56B6130,0.4,89.0,4.2
2FC6F12DA734C2A,11.81,26.0,4.3
E916E49FADB31C0,14.68,7.0,
517A8C6698917E2,35.67,8.0,3.4
77A3F660161EDB2,27.18,7.0,4.7
9F2C1C90F17C81F,43.16,144.0,4.0
F212E79421B51BF,0.4,11.0,3.6
B935F293C7E2837,64.87,12.0,4.2
6BD9AF33997C9B9,87.69,20.0,4.3
AFCEA23984E27F7,14.17,117.0,2.1
4E7697B9FE486ED,86.79,20.0,4.9
FE57E63C76D792F,35.35,47.0,
51F327C4D636381,6.87,34.0,
01D5A44D6C6AFEA,53.16,14.0,4.5
7311B4F06567CCA,38.16,15.0,3.0
7AE94A61A373F57,55.64,12.0,
9BE8965B3A897CF,22.72,13.0,4.2
7E1D8221CC21234,0.4,55.0,3.0
6762F1318C75BB4,2.01,43.0,4.7
70FE2819453D5B5,53.83,39.0,
AE98690F43F7750,62.57,36.0,4.6
D6A7D4EF73DBFD0,54.07,124.0,4.4
FD659692249EB28,5.08,14.0,5.0
95BA9E8872A734C,0.9,73.0,3.8
060F6579B7D3C63,2.57,39.0,5.0
AE70662C9FA09EA,67.83,18.0,2.7
4377E958A667940,46.13,77.0,5.0
6308594CCB05EC5,28.64,,4.4
55FF26B2542F72B,71.46,27.0,4.1
CCBE7AC5EE85FE2,32.9,21.0,4.2
2FBBFDF1096410B,71.46,13.0,4.6
99F3B5C86899EBE,74.23,4.0,3.5
09554CF913A1130,83.28,9.0,5.0
DD072B975B0EF21,21.81,24.0,4.4
696384C863E6C39,36.12,27.0,
101DED3CF47F2F2,23.82,57.0,3.9
5FC1F21634F0FD3,49.48,28.0,4.8
994D0E712FDCB62,37.05,36.0,5.0
95323CEFF802C27,13.97,101.0,5.0
FD8B70745D4329D,29.93,56.0,4.7
B1AA40C0A65CD87,0.4,38.0,5.0
A260E1D054AE4F7,2.23,66.0,4.2
6DDF3D3E5EF1804,61.97,11.0,5.0
F655D452CBFE982,5.8,44.0,4.8
40E683489CEF9A7,12.48,7.0,4.1
F78350CD3C64CF7,58.63,,3.7
BD734A51CBA40C3,4.3,38.0,5.0
7229AA4901A09EE,0.55,42.0,3.6
8A1385E6F8DCF0E,1.32,87.0,5.0
6F9A40C8E66BCDF,32.43,6.0,4.0
6C95262473039EA,32.47,7.0,4.5
3285C7A853ECA5B,81.95,5.0,4.8
E61CF18F5654433,42.47,18.0,2.5
F7B1FBCCCE622BD,20.47,34.0,3.6
08E783774560FB5,33.16,14.0,3.8
C78902090BD8F0C,42.08,58.0,3.6
FFF3F17863045C5,23.31,62.0,4.5
FD50F7973A1FC14,7.34,10.0,2.6
37E1356576725CA,51.9,104.0,4.6
5DA4A69DAFE1733,53.94,25.0,4.5
86A4472F751AD84,0.4,71.0,3.0
974A61842B44809,62.25,,5.0
B2CE091F13DA214,22.56,23.0,5.0
10959EAFFA398AE,15.06,,3.1
CB20CCB5ED95560,0.4,22.0,4.9
EEF7DB263AA501D,5.79,44.0,4.7
59A9F0DC147D8F8,38.2,40.0,3.6
E6A4BB66AFFB1FA,15.2,37.0,4.0
E0F0AB8BB5B2914,28.23,63.0,4.5
644B44AD7EA92FA,70.65,47.0,
F836D2B1C4B6827,61.85,19.0,2.7
BD61B4E9C9111A8,5.04,81.0,3.9
CE5096CEB838F3C,47.19,95.0,3.6
6ABAB1ECFAF73E4,20.48,,4.8
EBC7E106916B165,2.73,78.0,
E3EFD48224F6B26,0.77,46.0,4.7
897C1E66515E83A,47.15,27.0,4.7
2210D1515392F04,62.75,16.0,3.7
04B73E0FB7CAA67,2.85,4.0,2.9
994E214256F6287,74.89,74.0,2.8
E178ACE64C03306,38.85,11.0,
14824E041244E8C,23.76,16.0,4.1
4C4AECF30C237BD,32.21,5.0,4.7
0F4925B2A1BEE3D,7.63,22.0,
7574B0DB12766B2,11.72,17.0,3.0
0A94BD6C206435B,0.4,37.0,4.8
D998266AD2AC43E,39.01,4.0,5.0
DAF895208C0187F,8.51,14.0,3.5
1B21AF182A4C688,0.4,9.0,4.9
307EDB8139B41A4,73.09,,4.5
1585BF4CD3767EE,0.41,45.0,5.0
4CB13C012C9E0EE,32.87,110.0,4.2
B1B1CF5EB3AF74E,63.25,32.0,4.7
784757DB57A82D4,5.49,46.0,4.1
7B3C1018386B718,47.77,32.0,3.5
60C113B7747D548,61.21,20.0,3.6
CBB534B410DAF09,37.52,33.0,4.7
B57BBFBEE3A7719,1.63,,5.0
04B8B68E040E6AB,15.88,73.0,4.0
822D5453A420E48,7.21,177.0,5.0
2ABEC9CF1B89B84,4.83,17.0,2.8
4EDA2B27D2586FB,34.91,28.0,4.4
8C8EB1D85147CFE,42.41,14.0,4.0
B6E74EDF6225707,58.65,9.0,4.0
0718C9B8B810B34,14.81,185.0,3.4
DB3597B429B4461,44.74,16.0,4.8
3023983752C233A,66.1,11.0,5.0
49A6AAEB3BB0586,85.17,5.0,4.8
BE92145135B7F90,12.91,26.0,4.8
F66E000D9081C11,15.32,36.0,2.1
4FAC7EC8ABA39BF,45.99,14.0,5.0
ECDC00D3B3AB269,77.74,26.0,
934C3C3FDD84E95,33.29,38.0,
CA4F167091DBF9F,13.79,11.0,4.7
540B1D8149150C9,0.4,18.0,4.9
AC9CFC6E4909178,68.45,34.0,4.4
181A3EF76A95FB0,51.38,9.0,3.8
D38B92C32F40555,12.73,9.0,5.0
5AD9C6AE15FCEC6,18.4,18.0,4.5
6E50E948A5B6B41,0.4,7.0,4.0
E5CD411CFB82E5D,54.51,23.0,4.4
498D22ECA4C0A3B,77.0,13.0,3.7
22E323A5799341C,0.4,62.0,3.3
2D3B726F7F017D9,14.31,,5.0
63E06C9FCC1E3E7,50.33,,5.0
A3BC020F81EBEB0,1.09,29.0,4.2
084550AFAE0E55F,10.53,18.0,5.0
F19707AFD5EB905,7.62,69.0,4.6
AD6F15540145129,54.77,11.0,4.4
72354E9A689E88F,62.06,14.0,4.2
66B05AF98E47427,8.99,40.0,5.0
DDE776A7720FA7A,18.3,51.0,5.0
10C1B777C232569,0.4,101.0,4.6
08878A8483940E4,25.04,18.0,3.9
F0B2525AA720620,11.29,11.0,
247A6B52161AF46,15.58,3.0,4.7
0060CD3B0621E39,67.13,20.0,3.6
8FE3A74D6445A7B,68.11,6.0,4.6
FCE31DBD03DDEDF,0.4,16.0,4.7
747D992A39F5133,63.84,93.0,
E9DB0042039CB88,14.58,,5.0
037D2F487474B10,32.32,15.0,3.1
B77A7B4CDF5F450,48.0,69.0,3.7
3EB1D14FA40C014,5.73,91.0,3.8
23A5D3EF38624F6,0.4,33.0,4.6
2598A3FE982C157,0.4,8.0,4.5
8D8F1B18E59C5A0,32.98,199.0,3.4
EDFE4B0675E344C,7.1,21.0,
777215A703A2BC4,79.95,22.0,5.0
F62DFFED5DDA418,34.58,19.0,4.2
BB284C2C9BDA702,59.83,4.0,3.7
5988581A11AB4E0,3.62,100.0,5.0
95C84D5DCF89ECD,69.67,315.0,5.0
4B43F73815CB72C,0.4,26.0,4.1
772AF74AAB300FE,9.69,,4.3
2E08976EF2579B9,11.85,19.0,2.7
250A0DD7338DA2F,18.84,17.0,4.3
8B02F7C63C839B5,43.25,4.0,3.2
4CB27A079AC18AD,60.53,4.0,1.0
274647A3D91C945,62.79,12.0,4.3
1703E2D097E47AC,12.6,5.0,
26DB134831AED7A,50.49,17.0,1.5
79B6F3CA866CDF8,2.82,1.0,5.0
5D7994A03F87B41,68.38,74.0,4.8
6AE951F78E5F7AA,16.47,15.0,4.3
545DE8D77E3B3B7,54.07,33.0,3.3
9E0638A6DDC4F52,62.4,65.0,5.0
AEB262A4E8E6470,0.4,21.0,2.2
5A5FB7BA75BC2C9,7.75,48.0,4.2
C235D6E02C7FC22,7.96,133.0,4.2
C1D7EAFDE18168D,92.36,66.0,4.9
6A3C774205F4A4C,89.41,29.0,4.6
E5BE2A01F4760FC,47.08,20.0,5.0
A82F5B84B040794,25.59,40.0,3.7
46036D695833270,0.4,47.0,5.0
623E6C6BC295528,22.97,11.0,4.1
FE366F97C759972,52.44,106.0,4.3
A7A39F8E76F6EA3,37.69,69.0,
08EAEEA732215F5,6.45,10.0,4.8
5ECE959C280B16A,3.27,5.0,4.7
A49D1D7087B7CE5,50.82,,
58053E6AE559B63,53.35,,4.2
771071ABBFBDC80,47.9,8.0,3.7
59C2102DBB93B47,0.4,89.0,2.2
45E02012F8A6B59,0.4,34.0,4.8
6FF7D0B2B3468E0,84.27,24.0,4.5
D14448AA2A0A876,61.18,18.0,4.2
E876931743477E7,51.97,67.0,4.2
6A9E228E9E32F19,82.03,38.0,5.0
32A60195581D26E,24.06,2.0,4.4
D15732C7F0BB948,13.56,22.0,5.0
DE0B72460D77F71,63.76,21.0,4.4
E3CFFE7EB226D7E,0.4,49.0,5.0
71F48170035AB6F,0.4,23.0,3.7
36DEF31E5117913,66.0,16.0,3.3
D2B0809B0F8343D,40.48,32.0,3.7
E5A395EA5180CAD,31.3,,3.8
4F4CDFEB47C9E7F,60.58,106.0,5.0
59DCA84FBF4D596,6.26,12.0,4.7
79BE1F01596D84F,0.4,29.0,4.8
5E556F7DD6B7991,70.24,34.0,4.8
B639E4759A9A314,48.58,6.0,4.4
AC21EBF9FAA7091,61.34,33.0,4.1
76374E740E6C3FE,54.63,621.0,4.3
38F327F3B849F89,0.4,23.0,4.0
54C984243FF11E0,46.54,20.0,5.0
46E27E367751F37,63.9,21.0,2.1
6851978FBD767E9,64.21,12.0,5.0
B57CF73C8156890,3.69,19.0,5.0
23690A184253194,53.94,78.0,4.3
CD82C4E12F0DF44,10.1,44.0,4.2
58CBEFCAFD6DEF4,60.29,71.0,4.3
4DB6DAC8879ABBF,79.1,12.0,4.9
4811C34150DB082,10.21,8.0,
8FB0E77D57E910C,47.97,320.0,2.2
639833196FA73B7,14.37,108.0,3.3
426E90C36CB676E,43.24,13.0,3.7
4AC43AE6896488B,57.03,31.0,4.3
493E9CF96C67A1A,36.1,49.0,
4A426F6499A36E9,7.33,41.0,
0557B18B821FE7C,55.99,69.0,4.3
823F9187EF2BDDC,6.31,13.0,5.0
D56CCA2235E8B5B,13.46,37.0,5.0
F3829EC93F3F58B,9.34,3.0,3.0
7228F9737F2973F,3.53,17.0,
